platform,signal,probe,status,finding,gap,risk,doc_quality,evidence
GCP,visibility,"Security Command Center tier gating — behavioral threat detection (Event/Container/VM Threat Detection), attack-path simulation, virtual red teaming, and toxic-combination scoring are Premium/Enterprise-only and opt-in; Standard (the free default) has essentially none of it",partial,"SCC ships in three tiers. The default, free Standard tier is explicitly 'offered at no additional charge' and provides only posture/compliance basics. ALL behavioral threat detection is paywalled: Event Threat Detection (matches Cloud Logging streams to IoCs and adversarial techniques), Container Threat Detection (analyzes guest-kernel behavior in GKE containers), and VM Threat Detection (cryptomining/rootkit scanning of Compute Engine VMs) are each documented as 'Available for Premium and Enterprise service tiers' — i.e., absent from Standard. Attack-path simulation, attack-exposure scores, virtual red teaming, and toxic-combination/Issues scoring also require Premium or Enterprise and need an org-level activation. Managed threat hunting (Mandiant Threat Defense) and Google SecOps SIEM/SOAR are Enterprise-only and not activated by default ('contact your sales representative'). Premium is pay-as-you-go (consumption-priced against monitored resources) or subscription; Enterprise is a fixed-price subscription. So an org sitting on the default Standard tier has NO behavioral/runtime threat detection and NO attack-path analysis — the inventory's 'SCC Event Threat Detection' is real as a product but is paid and opt-in, not default-on coverage.","For a multi-project AI/IP org under one Organization, the single most important visibility capability — does anyone actually detect a compromised workload, an exfiltration attempt from a model-weights bucket, a cryptominer on a GPU node, or an attack path to a high-value project — is entirely behind Premium/Enterprise and entirely opt-in. The default posture is detection-blind: Standard surfaces only static misconfiguration/compliance findings, with no runtime or log-based threat signal. Premium/Enterprise threat detection and attack-path simulation also require org-level activation, so a single team enabling SCC on its own project cannot self-serve full behavioral coverage. Well-architected baseline expects threat detection to be a deliberately enabled, org-wide control; here the default tier silently provides none of it while the console still presents 'Security Command Center' as active.","An org that assumes 'SCC is on' has, by default, zero behavioral threat detection and zero attack-path/toxic-combination analysis across all its projects — a compromised GKE/GPU container, a VM rootkit, an anomalous service-account token use, or a path from an internet-exposed Cloud Run service to a model-weights bucket would generate no SCC threat finding. The gap is invisible until an incident, because Standard still produces (limited) findings and looks like coverage.",Documented but Misleading,https://docs.cloud.google.com/security-command-center/docs/service-tiers — service-tiers comparison table; corroborated by https://docs.cloud.google.com/security-command-center/docs/overview-threats ('Event Threat Detection ... Available for Premium and Enterprise service tiers'; same wording for Container and VM Threat Detection) and https://cloud.google.com/security-command-center/docs/concepts-container-threat-detection-overview
GCP,visibility,"Standard-tier baseline erosion — as of the Feb 2026 'enhanced Standard' migration, newly activated Standard orgs no longer get Security Health Analytics at all; even the free misconfiguration-findings floor is now thinner and partly relocated to Compliance Manager",partial,"Google migrated the Standard tier to a 'new set of capabilities' starting February 11, 2026, and auto-activates Standard 'in some organizations where it isn't yet activated and that don't have data residency requirements' (only if Premium isn't already active). Critically, for a newly activated Standard org (not migrated from Standard-legacy), the docs state Security Health Analytics 'isn't available' as the familiar full detector set — 'A modified set of Security Health Analytics capabilities is available,' with most detectors migrated to Compliance Manager controls in the Security Essentials framework and labeled LAUNCH_STATE_DEPRECATED. Orgs migrated from the legacy Standard tier retain only ~13 named detectors (e.g., OPEN_SSH_PORT, OPEN_RDP_PORT, PUBLIC_IP_ADDRESS, PUBLIC_SQL_INSTANCE, PUBLIC_DATASET, SSL_NOT_ENFORCED) plus a handful of unmigrated IAM/bucket detectors. New enhanced Standard adds Compliance Manager, Data Security Posture Management (DSPM), Vulnerability Assessment for Google Cloud, and Mandiant CVE assessments — but drops Sensitive Data Protection discovery and Web Security Scanner custom scans. Premium is required for 'all detectors for Google Cloud' and custom SHA modules.","The free/default floor is now ambiguous and shifting: a brand-new org activating Standard does not get the canonical Security Health Analytics detector set everyone assumes 'SCC Standard' includes — coverage is split across Compliance Manager, DSPM, and Vulnerability Assessment, several of which must be separately enabled (docs 'recommend that you enable Vulnerability Assessment'). Familiar findings (full SHA, Sensitive Data Protection discovery, Web Security Scanner custom scans) are silently absent or relocated. Documentation describing 'Standard includes Security Health Analytics' is now outdated for new activations, making the actual free baseline easy to over-credit.","A multi-project org relying on the default free tier for even basic misconfiguration detection (public buckets, open firewall ports, public SQL instances exposing IP) may find the detector it expected is deprecated, relocated to a Compliance Manager control it never enabled, or unavailable on a fresh Standard activation — a quiet downgrade of the no-cost security floor that protects proprietary code and model artifacts.",Documented but Misleading,"https://docs.cloud.google.com/security-command-center/docs/migrate-standard-legacy ('Starting February 11, 2026, the Security Command Center Standard tier will be migrated to a new set of capabilities'; 'Security Command Center Standard will be automatically activated in some organizations...'); detector subset enumerated at https://docs.cloud.google.com/security-command-center/docs/concepts-security-health-analytics"
GCP,visibility,SCC Security Posture service: managed posture-as-code (Org Policy + SHA detectors) with continuous drift detection across the org/folder/project hierarchy — is it default-on for a multi-project estate?,partial,"GCP does ship a genuine config-state posture-management service distinct from runtime threat detection. The Security Command Center 'security posture' service lets you codify a baseline as 'policy sets' combining preventative controls (Organization Policy constraints, including custom constraints) and detective controls (Security Health Analytics detectors, including custom modules), package them into a deployable 'posture', and apply it at the organization, folder, or project level with inheritance to child resources (one posture per node; lower-level deployments override higher). It ships predefined templates (Secure by Default, Secure AI essentials/extended, BigQuery/Cloud Storage/VPC, and compliance baselines CIS 2.0, NIST 800-53, ISO 27001, PCI DSS). Continuous DRIFT detection is real and the differentiator: a change made outside the posture (e.g., an admin editing a constraint directly in the console rather than via the posture deployment) raises an SCC finding, and 'A finding related to your change should appear within five minutes.' BUT two qualifiers make 'default-on' an overstatement: (1) It is PAID-TIER GATED — 'The security posture service is only available to you if you purchase a subscription of the Security Command Center Premium tier or the Enterprise tier.' Standard tier does not get it. (2) Even on a paid tier it is only AUTO-ENABLED, not auto-configured: the service 'is automatically enabled when you activate Security Command Center at the organization level', but to obtain any value you must manually 'Create a posture YAML file... Create a posture in Google Cloud... Deploy the posture' under roles/securityposture.admin. With zero deployed postures there is nothing to detect drift against. SCC itself is also not active by default — it must be explicitly activated/purchased at the org or project level.","For a multi-team org with dozens of projects under one Organization holding proprietary IP and model weights, the guardrail-drift detector that keeps projects from sliding off baseline is (a) entirely absent unless someone has bought SCC Premium or Enterprise org-wide — the free Standard tier, which is what an org gets by default, has no posture service at all; and (b) inert until a security team authors and deploys posture YAML. There is no out-of-the-box, pre-deployed baseline posture that ships covering the whole hierarchy; 'auto-enabled' only means the API is on, not that drift is being watched. The one-posture-per-node model also means org/folder/project baselines are coarse-grained (a single posture per project) rather than freely composable. Net: the mechanism a many-project estate relies on to prevent baseline drift is opt-in, paid, and manual-to-operationalize — the opposite of default-on.","Without a purchased SCC Premium/Enterprise subscription and explicitly authored+deployed postures, individual project teams can silently relax Org Policy constraints (e.g., disable public-access-prevention on a Cloud Storage bucket holding source code, weaken a firewall, re-enable external IPs on a GPU VM) with no drift finding ever generated, because nothing is monitoring the config baseline. An org that assumes 'Google has a posture service' is covered will have dozens of projects drifting off baseline undetected. Conversely, an org that does buy Premium and deploys the Secure AI / Secure by Default templates gets genuine ~5-minute drift alerting across the hierarchy — a real strength, but only after deliberate, paid, ongoing investment.",Documented but Misleading,"https://cloud.google.com/security-command-center/docs/security-posture-overview (""The security posture service is only available to you if you purchase a subscription of the Security Command Center Premium tier or the Enterprise tier.""; ""The security posture service is automatically enabled when you activate Security Command Center at the organization level.""; preventative=Org Policy constraints, detective=SHA detectors; deploy at organization/folder/project). Drift latency: https://cloud.google.com/security-command-center/docs/how-to-use-security-posture (""A finding related to your change should appear within five minutes.""). Tier gating corroborated: https://cloud.google.com/security-command-center/docs/service-tiers and https://cloud.google.com/blog/products/identity-security/new-custom-security-posture-controls-and-threat-detections-in-security-command-center (custom posture modules tied to SCC Premium)."
GCP,visibility,"Sensitive Data Protection (Cloud DLP) discovery scanning to inventory where proprietary IP, training data, and PII physically live across BigQuery, Cloud Storage, Cloud SQL, and Vertex AI datasets",partial,"GCP has a genuinely strong, well-architected data-discovery capability. The Sensitive Data Protection (SDP, formerly Cloud DLP) 'discovery' service generates automated data profiles across an entire Organization, folder, or project, at column/table level for BigQuery and Cloud SQL and at the bucket/file-cluster level for Cloud Storage, and can profile Vertex AI training/tuning data where it lives in BigQuery tables or Cloud Storage buckets. It can also profile Amazon S3 and Azure Blob. Profiles can be published to Security Command Center and BigQuery for analysis. The org->folder->project scoping means one config can cover hundreds of projects. CRITICAL: it is NOT default-on. The docs are explicit: 'The discovery service is not enabled by default'; 'You enable sensitive data discovery by creating a discovery scan configuration.' Org/folder-level profiling additionally requires designating a 'service agent container' project to track billed charges, and discovery is a separately billed service (per-scan or subscription pricing based on data volume and frequency). So for the target org, knowing where its crown-jewel IP sits is achievable but only after an admin explicitly configures, scopes, and pays for it; until then the inventory is blank and exfiltration controls (VPC-SC, PAP, IAM) are applied without knowing where the sensitive data actually resides.","Versus well-architected best practice (know where your sensitive data is before designing controls), the gap is that this foundational visibility is opt-in, separately billed, and requires per-source configuration plus a billing-container project for org-wide scope — there is no default baseline inventory of where IP/PII lives. A new multi-team org with proprietary source code, model weights, and internal docs spread across hundreds of buckets/datasets gets ZERO discovery until someone deliberately stands up and funds SDP. Discovery also primarily covers structured/columnar stores plus Cloud Storage file clusters; it does not profile arbitrary blobs/source-code repos with the same granularity, and model-weight artifacts in GCS are summarized at the bucket/file-cluster level rather than inspected as IP per se. Source code in Cloud Source Repositories or Artifact Registry is not a discovery target.","Without explicitly enabling and funding SDP discovery, the org operates blind to where its proprietary IP and credentials physically sit. VPC Service Controls perimeters and Principal Access Boundary policies then protect resources without anyone knowing which buckets/datasets hold the crown jewels, so a mislabeled or unperimetered bucket holding model weights or source exports can be exfiltrated without ever tripping a data-aware control. The blank-by-default posture is itself the risk: the most security-conscious teams enable it; the rushed ones never do.",Documented,https://docs.cloud.google.com/sensitive-data-protection/docs/data-profiles — 'You enable sensitive data discovery by creating a discovery scan configuration (also called a data profile configuration).' Supported resources and Vertex AI coverage: https://docs.cloud.google.com/sensitive-data-protection/docs/discovery-for-vertex-ai ; org/folder scoping and service-agent-container billing project: https://docs.cloud.google.com/sensitive-data-protection/docs/profile-org-folder ; SCC publishing: https://docs.cloud.google.com/sensitive-data-protection/docs/send-profiles-to-scc
GCP,visibility,Automated discovery of leaked/unencrypted secrets and credentials (secrets sprawl) across the environment via Sensitive Data Protection secrets discovery,partial,"SDP offers a dedicated 'secrets discovery' mode that periodically scans Cloud Run build and runtime environment variables for unencrypted secrets (passwords, auth tokens, Google Cloud credentials per the 'Credentials and secrets' infoTypes) and reports them to Security Command Center as findings. This is a real, useful credential-sprawl control. However its scope is narrow and footgun-laden: it is NOT default-on (must be configured at org or project level), it only covers Cloud Run functions and service revisions' environment variables (NOT Compute Engine instance metadata, GKE secrets/ConfigMaps, Cloud Build, source code, or general object storage), it generates a maximum of ONE finding per resource (so multiple distinct leaked secrets in one service collapse into a single finding), 'no data profiles are generated,' and findings are 'only available through Security Command Center' — which itself must be activated at the organization level (Premium/Enterprise) for the feature to work at all.","Against best-practice secret-sprawl detection (broad, default-on scanning of code, config, metadata, and object stores), GCP's native secrets discovery is opt-in, confined to Cloud Run env vars, deduplicated to one finding per resource (masking the true count/spread of leaked credentials), and gated behind org-level SCC activation. For an org whose threat model is IP/credential theft, credentials leaked in GCE startup scripts/metadata, GKE manifests, Cloud Build substitutions, Terraform state in GCS, or checked-in source are not covered by this feature at all. The capability's name ('secrets discovery') implies broader coverage than the Cloud-Run-env-var reality delivers.","An org could enable SDP secrets discovery, see few findings, and falsely conclude its credential hygiene is good — while long-lived service-account JSON keys and API tokens sit in GCE metadata, GKE secrets, build configs, or GCS-stored Terraform state, none of which this feature inspects. The one-finding-per-resource cap further understates exposure. Effective credential-sprawl coverage requires SCC Premium/Enterprise plus complementary tooling, raising cost and configuration burden before any visibility exists.",Documented but Misleading,https://docs.cloud.google.com/sensitive-data-protection/docs/secrets-discovery — secrets discovery 'periodically scans Cloud Run for secrets in build and runtime environment variables'; 'any findings are only available through Security Command Center'; 'Sensitive Data Protection generates a maximum of one finding per resource'; requires SCC activated at the organization level.
GCP,identity_granularity,Basic/primitive roles (Owner/Editor/Viewer) as the central RBAC footgun,present,"Three legacy basic roles exist and are grantable everywhere: roles/owner, roles/editor, roles/viewer. Google itself states they 'include thousands of permissions across all Google Cloud services' and warns: 'In production environments, do not grant basic roles unless there is no alternative. Instead, grant the most limited predefined roles or custom roles that meet your needs.' These roles remain fully available in the console grant UI and are commonly the path of least resistance. Editor in particular is the auto-grant historically attached to default service accounts. Basic roles also cannot carry IAM Conditions, so a basic grant is unconditional by construction.","The footgun is ergonomic, not capability: roles/editor is one click in the IAM grant dialog and grants broad write across nearly every service in a project. For a multi-team org with proprietary IP, a single Editor grant at a folder or org node silently confers write across every project beneath it. There is no default-on guardrail blocking basic-role grants (no org policy constraint to forbid roles/owner|editor|viewer specifically); preventing it requires custom org policy / IAM deny policies the org must author itself.","An over-broad Editor/Owner grant on a folder gives a team write/read across other teams' projects (source, model weights, internal docs), defeating the project-as-isolation-unit model. Owner additionally allows changing IAM, enabling privilege escalation and lateral movement across the org.",Documented,"https://docs.cloud.google.com/iam/docs/roles-overview — 'Basic roles include thousands of permissions across all Google Cloud services. In production environments, do not grant basic roles unless there is no alternative.'"
GCP,identity_granularity,Predefined + custom roles and the per-permission litmus test (reset a VM but not create/delete),present,"Per-permission granularity is real and writable. compute.instances.reset, compute.instances.start, compute.instances.stop, compute.instances.create, and compute.instances.delete all exist as separate, testable IAM permissions. A custom role can include reset/start/stop while omitting create/delete, satisfying the litmus test exactly. Custom roles can be defined at org or project level by selecting individual permissions; predefined roles offer granular per-service bundles (e.g. roles/compute.instanceAdmin variants). Permissions are enumerable via gcloud/API for a given project or org.","Granularity exists but the burden is on the org to use it: custom roles must be hand-authored and maintained, and custom roles defined at project level are not automatically shared across projects (org-level custom roles are needed for reuse). There is no default least-privilege role for common 'operator' tasks, so teams default to broader predefined or basic roles. Custom roles also do not auto-update when Google adds new permissions to a service.","Without disciplined custom-role authoring, teams over-grant to avoid the maintenance cost, eroding least privilege across a multi-team org.",Documented,"https://docs.cloud.google.com/iam/docs/roles-permissions/compute (lists compute.instances.reset, .start, .stop, .create, .delete as distinct permissions) and https://docs.cloud.google.com/iam/docs/creating-custom-roles (build custom roles from individual permissions at org/project level)."
GCP,identity_granularity,IAM Conditions (resource/request attribute conditions) and least-privilege ergonomics,partial,"IAM Conditions allow CEL expressions on request.time (expiring/temporary access) and resource.name/resource.type/resource.service (scope a role to specific resources). This enables time-bound grants and resource-scoped grants without new roles. However, resource-based conditions are only supported by a subset of services/resource types: 'Only some resource types accept conditions in role bindings.' Conditions cannot be attached to basic roles, nor to allUsers/allAuthenticatedUsers grants. Cloud Storage requires uniform bucket-level access for bucket conditions.","Resource-based conditions are NOT universal — many resource types don't accept resource.name conditions, so for those services the only scoping levers are role granularity + resource hierarchy placement. This is a 'Documented but Misleading' adjacent risk: the term 'IAM Conditions' implies you can attribute-scope any grant, but the supported-resource-type list is the real constraint and is easy to miss. Authoring CEL conditions correctly (e.g. pairing resource.name with resource.type) is also an expert task.","Teams assume a condition will scope a grant and write one against an unsupported resource type, where it silently fails to narrow access or is rejected — leading to either over-broad grants or a false sense of containment around proprietary data.",Documented but Misleading,https://docs.cloud.google.com/iam/docs/conditions-overview ('Only some resource types accept conditions in role bindings') and https://docs.cloud.google.com/iam/docs/resource-types-with-conditional-roles (enumerated supported resource types).
GCP,identity_granularity,Long-lived service-account JSON keys (the #1 GCP credential footgun),present,"User-managed service account keys are downloadable JSON private keys that, per Google, 'don't have an expiry time and stay valid until you delete them.' They are bearer credentials usable from anywhere. Google explicitly classifies them as powerful, risky credentials and steers users to keyless alternatives (Workload Identity Federation, impersonation, attached service accounts). Mitigations exist: a project/folder/org-level key-expiry setting (constraints/iam.serviceAccountKeyExpiryHours), key rotation guidance, and key disable/enable. But by default a created key never expires.","The footgun is the default: a key, once created and exfiltrated (committed to a repo, baked into an image, leaked in logs), is a permanent credential to whatever the SA can do, with no built-in expiry and detection dependent on Data Access logs that are off by default. Even Google's own remediation (key expiry) carries a documented operational hazard — an expired key causes outages — so orgs hesitate to enable it. Inventory of where keys exist across many projects is not automatic.","A leaked SA key tied to a broadly-scoped SA grants durable, geography-independent access to proprietary source/model weights with no expiry, and across a multi-project org the blast radius depends entirely on how narrowly each SA was scoped.",Documented,https://docs.cloud.google.com/iam/docs/best-practices-for-managing-service-account-keys ('service account keys ... don't have an expiry time and stay valid until you delete them') and https://docs.cloud.google.com/iam/docs/migrate-from-service-account-keys.
GCP,identity_granularity,Org-policy guardrails against SA keys (disableServiceAccountKeyCreation/Upload) and default-on posture,present,"Org policy constraints iam.disableServiceAccountKeyCreation and iam.disableServiceAccountKeyUpload block creating/uploading SA keys org-wide. Critically, for organizations created on or after May 3, 2024 (announced March 20, 2024), a set of secure-by-default org policies is enforced automatically, including disableServiceAccountKeyCreation, disableServiceAccountKeyUpload, automaticIamGrantsForDefaultServiceAccounts (stops the Editor auto-grant on default SAs), allowedPolicyMemberDomains (domain-restricted IAM), storage uniformBucketLevelAccess, essentialcontacts domain restriction, and restrictProtocolForwardingCreationForTypes (seven managed constraints in total). Overrides/exemptions are applied via Organization Policy at the org, folder, or project level — not via a per-resource tag exemption specific to the baseline.","The strong defaults apply ONLY to newly created organizations with verified domains — 'Existing organization resources are not impacted by this change.' Any org created before the cutoff still defaults to key creation ALLOWED and default-SA Editor auto-grant ON unless the org explicitly enforces the constraints. This is a Discoverable footgun: an older multi-team org silently lacks the protections a new org gets for free, and the gap is invisible unless someone audits the org policy set.","A pre-2024 org (common for established companies) runs without key-creation blocks and with default SAs holding Editor — exactly the conditions that produce leaked, broadly-privileged keys against proprietary IP — until someone proactively turns the guardrails on.",Documented,"https://cloud.google.com/blog/products/identity-security/introducing-stronger-default-org-policies-for-our-customers (default-on constraints for new orgs, effective for new organizations only) and https://docs.cloud.google.com/iam/docs/keys-disable-enable."
GCP,identity_granularity,"Short-lived credentials: SA impersonation, IAM Credentials API, downscoped/Credential Access Boundary tokens",present,"GCP provides a full keyless short-lived credential stack. Service account impersonation lets a principal with roles/iam.serviceAccountTokenCreator (perm iam.serviceAccounts.getAccessToken) call generateAccessToken/generateIdToken on the IAM Credentials API (iamcredentials.googleapis.com) to get tokens that default to 1-hour expiry. Credential Access Boundaries further downscope a token's IAM permissions below the SA's own, producing least-privilege OAuth tokens (client-side token exchange via STS is supported). gcloud has first-class --impersonate-service-account support.","This is a genuine strength, but impersonation chains are themselves a privilege-escalation surface: holding serviceAccountTokenCreator on a powerful SA is equivalent to holding that SA's privileges, and it is easy to grant the role too broadly (e.g. at project level for all SAs). Downscoping (CAB) is powerful but library-dependent and not the default path most teams take. Token-creator grants should be audited like any high-value permission, which requires Data Access logging that is off by default.",Over-broad serviceAccountTokenCreator becomes a quiet lateral-movement/escalation path to high-privilege SAs across projects; the safe primitive exists but is only as strong as how narrowly token-creator is scoped.,Documented,https://docs.cloud.google.com/iam/docs/service-account-impersonation and https://cloud.google.com/iam/docs/downscoping-short-lived-credentials (Credential Access Boundaries downscope short-lived credentials below the SA's permissions).
GCP,identity_granularity,"Workload Identity Federation for external IdPs (GitHub Actions OIDC, AWS, Okta) and the attribute-condition footgun",present,"WIF lets external workloads (GitHub Actions, AWS, Azure, Okta, any OIDC/SAML IdP) exchange their native token for a short-lived Google token and impersonate (or directly act as) a service account WITHOUT any SA key — credentials default to ~1-hour expiry with nothing to rotate. Configuration uses attribute mappings (how external claims map to Google attributes) and attribute conditions (CEL gate on which identities may authenticate). Google explicitly documents the multi-tenant footgun.","The footgun is real and Discoverable: GitHub (and similar) use a single shared issuer URL across ALL tenants. A provider configured without an attribute condition restricting the org/repo will accept tokens from ANY GitHub repository on the platform, letting an arbitrary attacker's workflow impersonate the org's service account. The keyless mechanism is strong, but a single misconfigured provider is catastrophically open, and the safe config (correct CEL attribute condition + scoped workloadIdentityUser binding) is opt-in and easy to get wrong.",A WIF provider missing the repo/org attribute condition is internet-wide impersonation of an SA that can reach proprietary source and model weights — a worse failure mode than a leaked key because no secret needs to be stolen.,Documented,"https://docs.cloud.google.com/iam/docs/best-practices-for-using-workload-identity-federation — for multi-tenant IdPs 'it's insufficient to let Workload Identity Federation check a token's issuer URL ... We recommend that you configure a ... attribute condition to check that the token originated from a trusted tenant or, in the case of GitHub ..., a trusted organization.'"
